CASE,SERIAL,REF,QUESTNNR,MODE,STARTED,CF01,CF02,CF04,UQ01,UQ02,UQ03,UQ04,D002_01,D002_02,D002_03,D002_04,D002_05,D002_06,D002_07,D002_08,D002_09,D003,D003_05,D004_99,D005_01,PR01_RV1,PR01_RV2,PR01_RV3,AU01_01,AU01_02,AU02_01,AU03_01,AU04_01,AU05,AU05_01,AU05_02,AU05_03,AU05_04,AU05_05,AU05_05a,AU06_01,AU18_01,AU19_01,AU20_01,AU07_01,AU08_01,AU09,AU09_01,AU09_02,AU09_03,AU09_04,AU09_05,AU09_06,AU10,AU10_01,AU10_02,AU10_03,AU10_04,AU10_05,AU10_06,AU11,AU13,AU14_01,AU14_02,AU16_01,AU16_02,AU16_03,AU16_04,AU16_05,AU16_06,TIME001,TIME002,TIME003,TIME004,TIME005,TIME006,TIME007,TIME008,TIME_SUM,MAILSENT,LASTDATA,FINISHED,Q_VIEWER,LASTPAGE,MAXPAGE,MISSING,MISSREL,TIME_RSI,DEG_TIME
118,,,base,interview,06/09/2021 16:47,,,1,1,2,1,2,4,4,4,5,5,4,5,5,6,2,,21,Portugal,613615da1eacf6204ce33479,61361b3f24903104f34b1853,613629eea3c4dfd02f732e4f,4,4,It's easier if you have a authentication object as a main for of authentication,5 seconds,case of eabuds,1,1,1,2,1,1,,Its something you want to take with you in your day-to-day basics,The authentication process should be fast beacuse you don't want to wait a long time just to get to your email or account,"it should be small so it can fit in your pocket, so the size should be like the size of a case of eabuds",you want to keep the authentication object near you ,3,in your pocket,2,1,2,2,1,1,1,1,1,2,1,1,1,1,4,1,Cubes,grey,2,only one,Touch and configuration,"if my objetc was a cube, i would like to press one small dot on the cube to authenticate","1 - Be small
2 - be fast to authenticate
3 - easy to use
4 - Be safe
5 - Simple","It should take more than the authentication object to unlock your account or mobile phone, to protect users from losing the phone and the authentication object and then the people who stole it use the phone and get acess to something they should not have acess.",11,18,67,359,64,473,46,5,1043,,06/09/2021 17:04,1,0,8,8,0,0,1.5,28
119,,,base,interview,06/09/2021 16:47,,,1,2,1,1,2,2,3,1,4,4,4,3,5,2,1,,24,Canada,6115a77d441d4f22903fce20,61361b3f24903104f34b1853,613629ede2d09cec1ab4b6fb,2,2,My face/fingerprint is the more unique and could not be stolen.,2 seconds,"2-3 centimetres, something that could be on a necklace or on a keychain ",2,2,1,2,1,1,,"If I had an authentication object that was portable, I could see myself using it both indoors and outdoors for a device that I carry with me at all times","It should be quick to check these things, as is using face-ID or fingerprint",It should be something that you could have with you at all times,"I think it would be smart to always have it with you, the same way you always have your face for face-ID and your fingerprints for that kind of identification ",5,On a keychain or on a necklace,1,1,1,2,1,1,1,5,2,2,2,2,2,1,4,1,"The shape of my ideal 3D authentication object would be ""bullet shaped"" or ""pendant shaped"" such that it could pass as a necklace to someone who didn't know what it was.","Gold, silver, any type of metal",5,3,"Touch, configuration, augmentation","Based on my ideal 3D object, which is a small cylindrical shape, it could have to be rotated so the internal conductive parts align (configuration), it could have buttons that need to be all pressed down in order for it to authenticate (touch) and it could need something to be added in order for it to work (example, it needs to be dipped in warm water until a light turns green-> augmentation) ","1. Configuration
2.augmentation 
3.touch
4. Assembly
5. Arrangement ",N/a,180,59,80,376,77,762,80,4,1618,,06/09/2021 17:14,1,0,8,8,0,0,0.78,2
120,,,base,interview,06/09/2021 16:47,,,1,,,,,,,,,,,,,,,,,,611ccce2dd39ec796c5a9bc1,61361b3f24903104f34b1853,613629f02482c56c326115a8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,52,,,,,,,111,,06/09/2021 16:49,0,0,2,2,0,0,0.73,0
121,,,base,interview,06/09/2021 16:47,,,1,1,1,1,2,4,4,3,4,3,4,3,5,4,1,,33,South Africa ,611e7c2522b69419791cdda2,61361b3f24903104f34b1853,613629fd464e53d31b004548,4,4,Our smartphone phones are linked to bank accounts and other confidential information. I would want my information to be protected at all times even if I loose the device.,5,5,1,1,1,2,1,1,,To ensure my data is always secured i would always use the authentication object.,It shouldn't take long considering the fast pace one is required to react or respond to business in this era.,It will be easier using a small device like a smartphone and the object should be small to carry around everywhere.,For convinience ,4,In my bag or pocket. It could also be my physical body part.,2,1,2,2,1,1,1,2,1,1,1,2,2,1,4,1,Square ,Red,2,2,Touch and Arrangement ,"If the object is a singing doll with a lot of songs installed, I would pick the correct song chosen to authenticate.","1. Light in weight 
2. Not too complex to operate 
3. Many choices for personalisation 
4. Innovative 
5. Attractive to carry around ",It shouldn't be easily linked as an authentication object by other people.,141,64,46,600,108,708,130,14,1811,,06/09/2021 17:17,1,0,8,8,0,0,0.6,0
122,,,base,interview,06/09/2021 16:47,,,1,1,1,1,2,4,4,1,1,1,4,5,5,4,1,,32,South Africa ,611aa866d32dbe10e7de0a7f,61361b3f24903104f34b1853,61362a03f5eee7c7e5e47ce7,5,5,Because only I can use it ,20s,2cm,1,2,1,1,1,1,,Because it is private ,It's just to check my messages ,So that I can remember it,It for my use only ,5,In my car ,2,2,1,1,2,1,1,2,2,1,1,2,1,1,4,1,Dog,Black ,2,2,Square,I would use the dogs paws ,"Password protected
Fingerprint scanning
Face recognition
Pin
Slide",No,73,37,67,123,37,284,53,4,678,,06/09/2021 16:59,1,0,8,8,0,0,1.46,30
123,,,base,interview,06/09/2021 16:47,,,1,,,,,,,,,,,,,,,,,,612cba83e943b9b708c10006,61361b3f24903104f34b1853,613629f752202ed230049e71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,4,,,,,,,58,,06/09/2021 16:48,0,0,2,2,0,0,1.82,250
124,,,base,interview,06/09/2021 16:47,,,1,1,1,1,2,6,6,2,5,5,2,5,4,4,1,,32,South Africa ,613132ab48e88378cd1afee5,61361b3f24903104f34b1853,613629f83e2cc004ed6ae64a,4,4,"Because it will only be controlled on how I imagine it to be. No one else will have to guess my imagination, thus gives me much confidence about the security of my object.",10 seconds or less,It should be less than 15 cm  ,1,1,1,2,1,1,,I can carry it anywhere anytime without worrying about anything.,"Saving my time and resources such as my battery if it's about to die in one minute at least I would check if I have new emails or not within a very short time. The faster something works, the more trust we gain as users.le","It is very good to carry an important object with light weight but it performance is broad, portable objects are very interesting to own.",Can take it anywhere with me without worrying about weight and I can use it anytime at any place.,5,In the pocket or bag.,5,2,2,2,2,2,1,1,1,1,1,2,1,1,4,1,Prism ,Green,2,2,Configuration and augmentation ,Would press its eye and sprinkle juice on its whole body ,"Time, color, structure, visibility and size ",No,104,90,35,1090,143,1006,100,10,1887,,06/09/2021 17:30,1,0,8,8,0,0,0.58,1
125,,,base,interview,06/09/2021 16:48,,,1,1,1,1,2,,,,,,,,,,,,,,6132fd9790f4c3f9d0ff1ba4,61361b3f24903104f34b1853,61362a1e74dcb0a5ffd0a03c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,41,37,,,,,,98,,06/09/2021 16:49,0,0,3,3,0,0,1.33,17
126,,,base,interview,06/09/2021 16:48,,,1,1,1,1,2,,,,,,,,,,,,,,6134bae47c0443f0de35f69e,61361b3f24903104f34b1853,61362a2f99c5615f39b0e468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,11,23,,,,,,51,,06/09/2021 16:49,0,0,3,3,0,0,2.3,83
127,,,base,interview,06/09/2021 16:48,,,1,1,1,1,2,4,2,2,3,2,3,3,4,3,1,,20,south africa,6134cbcbe81eb2fc7d514bac,61361b3f24903104f34b1853,61362a3038aa2934da1ca5f8,5,4,a memory stick,5 seconds,the size of a memory stick,1,1,1,2,1,1,,"it could be needed anywhere,  not just indoor or outdoor, for example, at the gate outside a lodge or hotel, when having to identify yourself for access, hence it needs to work everywhere","It should not take longer than 5 seconds to authenticate my identity, it is more safer for it to not take a long time","it is small, portable and you can travel with it, just as long as it is safe",you can travel everywhere with it,1,it would be hooked to the key holder,2,2,1,1,2,1,1,3,1,2,2,1,2,1,4,1,"it could be a cube, that i can play around and rotate the cube so that the side with the internal authentication object would be known only by me",it has to be purple and turquiose,3,1,"Touch, assembly and configuration","with the cube, i would rotate the middle part, which would be purple, and configure it so that it can authenticate","it should be fast
it should only authenticate the owner
it should be hard to configure when used by someone else
it should ask a trick question only the owner would know when suspecting theft or misidentity",no,31,49,36,438,78,469,64,4,1169,,06/09/2021 17:07,1,0,8,8,0,0,1.06,5
128,,,base,interview,06/09/2021 16:48,,,1,1,1,1,2,5,5,3,6,6,1,6,1,6,1,,24,South Africa,61327d007ddb679be4a44699,61361b3f24903104f34b1853,61362a2c636188c04548d084,4,3,"If it's for a specific account then i can use it but as a main form of authentication, it leaves me vulnerable in a rare case that it gets compromised. As much as it will be unique and physical, I believe that it wouldn't be 100% indestructable. So in rare case that someone does manage to break through it, i wouldn't want to lose everything.",5,30,1,1,1,2,1,1,,"When I go out shopping, I'll have to use the object to authenticate transactions so I have to carry it outdoors. But I might also want to do online shopping or apply for a loan online and in that case I'd be using it indoors.", I shouldn't have to wait an entire minute or more just to be granted access.,"the object shouldn't be too big that a small touch screen would not be able to read it, but also it shouldn't be too small that the user might misplace the object. ","Wallets or card keepers are mostly used by people when mobile, so it would be easier if the object was kept in a place that is accessible and convinient.",5,wallet or card keeper,3,2,2,2,1,1,1,2,1,1,1,2,2,1,4,1,I would like the object if it is haped like a smart phone. That way it'll be easier to change and modufy the object to a way that is unique to me.,"white, grey and black.","Configuration, Assembly.",configuration,configuration and assembly,"The smartphone like object would have a fixed screen displaying some sort of cube puzle that only I would know which cube combination (like playing the cube game where you're getting certain pieces of the puzzle to fit into others) is correct. After completing the cube puzzle combination, I can then place the object on top of the touch screen to authenticate.","Compatibility
Efficiency
Intergrity
Reliability
Confidentiality
","I have a security concern in that, with the augmentation interaction for example: woudn't it be easy for someone to gain access if they see how much water you use on the object? Wouldn't it be safer if the user has to change measurements after every 3cycles of authentication perhaps?",116,122,221,977,96,1372,115,7,2848,,06/09/2021 17:38,1,0,8,8,0,0,0.46,0
130,,,base,interview,06/09/2021 16:48,,,1,1,1,1,2,5,6,5,5,5,1,5,2,6,2,,26,Portugal ,6122b2c1cb8696da9d01ce75,61361b3f24903104f34b1853,613629e2736f0f007db77fdd,1,1,I can not Move my hands ,15s,10cm,1,1,1,2,1,1,,Must be able to authenticate anywhere,To compete with others authentication Modes,To be easy to store,These objects are always with the person,5,In the mobile case or a wallet,1,1,1,1,1,1,2,5,2,2,2,2,2,1,4,1,Square or rectangular Flat shape,Black Or Grey,2,1,Touch  and Arrangement,Rotate the object in a specific Way,"Easy to use 
portable 
Good looking
Discreet
Resistant",For a Disable person this is not the ideal method of Authentication,61,96,40,1405,105,1061,143,9,1914,,06/09/2021 17:37,1,0,8,8,0,0,0.57,0
131,,,base,interview,06/09/2021 16:49,,,1,1,1,1,2,4,3,4,4,2,4,5,5,3,1,,20,South Africa ,612cba83e943b9b708c10006,61361b3f24903104f34b1853,613629f752202ed230049e71,5,5,"This form of authentication is more advanced, if the object is stolen it can not be used by another person.",2 seconds,2-3 cm,1,2,1,1,1,1,,They have internal secret structure ,It wouldn't take more than 2 sec because the process works right away. ,The object is said to be small.,In order to introduce this authentication  form in different environments ,5,Would like to be used at work and every public space.,4,2,2,1,2,2,1,1,1,1,1,1,2,1,4,1,Sphere,Black,3,3,"Touch, configuration and augmentation.",I would like to press and rotate it to authencicate ,"Accurate security 
Factors should always be available 
Decrease chances of password vulnerability 
Easy management 
Ease of use",No,333,300,170,1008,256,8849,154,6,1834,,06/09/2021 19:53,1,0,8,8,0,0,0.31,0
132,,,base,interview,06/09/2021 16:49,,,1,1,1,1,1,,,,,,,,,,,,,,6134c6592d6e48d4153ec1dc,61361b3f24903104f34b1853,61362a58d5b560d613330407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,34,82,13835,,,,,542,,06/09/2021 20:42,0,0,4,4,0,0,0.79,8
133,,,base,interview,06/09/2021 16:49,,,1,1,1,1,1,5,5,2,4,4,3,4,3,5,2,,50,Slovenia,6135ffa54b3bdc10a94e7c4e,61361b3f24903104f34b1853,61362a558170671af733f1d0,5,5,"Actually I have purchase Mooltipass, but I have not install it yet. I don't trust online passwords and need separate password for each website.",10,4x6 cm,1,2,1,1,1,1,,usually I do not carry sensitive tasks outdoor,I am willing to go extra mile for security,"so that can fit inside my laptop bag, or jeans pocket","if stolen, it cannot be used by the thief, however, I need backup !!!",4,laptop bag,2,1,1,2,2,1,1,1,1,1,2,1,1,1,4,1,"flat device in size, similar to 4x6x0.6 cm, so that could fit in pocket","I bought red and green MultiPass, but I really do not care for the colour",4 interactions,"4 interactions (hay, needs to be secure also)","touch, arrangement, assembly, configuration","I really like assembly, but I am afraid it is not secured (assembled device is no longer secured)","0 backup
1 security
2 convinient to carry
3 require less than 10 seconds
4 do not reqire passwords
","I have too many password, I really need to install my MultiPass",19,35,50,193,51,383,56,5,792,,06/09/2021 17:02,1,0,8,8,0,0,1.38,20
134,,,base,interview,06/09/2021 16:49,,,1,1,1,1,2,,,,,,,,,,,,,,613490689628af0feb9debf3,61361b3f24903104f34b1853,61362a4d1ad5aff2178c7aa0,4,5, I consider using an authentication object as your main form of authentication.,30,12,1,1,1,2,1,1,,Believe in the indoor and outdoor environment,This is perfect time,Yes. I believe the maximum size of an authentication object should be,It is important for me,4,Private car,3,2,1,1,2,2,1,3,2,1,1,2,2,1,4,,,,,,,,,,244,48,167,1549,83,,,,608,,06/09/2021 17:24,0,0,5,5,0,0,0.48,0
135,,,base,interview,06/09/2021 16:49,,,1,1,1,1,2,3,5,5,3,4,3,3,4,5,1,,24,Germany,611ccce2dd39ec796c5a9bc1,61361b3f24903104f34b1853,613629f02482c56c326115a8,4,3,"I would use the authentication object because it would be easier and convenient, but I wouldn’t consider as my main form of authentication because wouldn’t be 100% safe to  rely on just one object.",240,"8,5 cm",1,1,1,2,1,1,,"Both sounds reasonable since most places are indoors, but also have place outdoors that might need to use an authentication object.","I believe the authentication process should be between 1 and 4 minutes, more than that would be too much time for authentication.","If it´s an extra object to carry around it shouldn’t be too big,I think 8,5cm is a good size, because it would be like a small coin bag (in terms of size).","If it´s a small and compact object, would be perfect to carry it in the bag, car...",4,Bag,1,2,1,1,1,1,1,3,1,2,1,2,2,1,4,1,"Rectangular. To be more precise  8.5cm long and 5,5cm in width. ",Black and white,3,2,Touch and configuration,"Touch - create a pin on the top part
Configuration -  rotate the sides and the bottom","Easy to use and configure
Fast and reliable
Strong security 
Hard to spoof
Not too expesive
",no,3,49,28,759,98,952,59,3,1951,,06/09/2021 17:22,1,0,8,8,0,0,1.26,71
136,,,base,interview,06/09/2021 16:49,,,1,1,1,1,1,4,4,4,4,4,3,4,4,4,1,,24,South Africa,612cbe8864a356707f3fa9db,61361b3f24903104f34b1853,61362a864adebc2f1e13b43f,4,3,I would mostly likley use one although Im not completly certain if this would be my first choice.,No Longer than 5 minutes.,2 cm,1,2,1,1,1,1,,prefer a private area to do so,I would not want to spend that much time authenticating .,Need the object to be simple,The object is still out of sight,3,In a little bag,1,1,1,2,1,1,1,3,2,2,1,2,1,1,4,1,A pentagular prism,Black and white with teal stars ,3,3,"Arrangement, Configuration and Assembly",Flip and Turn to interact ,"location,possesion ,knowledge ,behaviour and inherence ",None ,123,124,55,566,241,1024,245,9,2037,,06/09/2021 17:29,1,0,8,8,0,0,0.47,0
137,,,base,interview,06/09/2021 16:50,,,1,2,1,1,1,1,2,3,4,5,6,5,4,3,2,,18,portugal,6133b5db92930134cb0ba044,61361b3f24903104f34b1853,61362a9e99c5615f39b0e470,5,5,it would be an item that I would only have access to and no one else would be able to access,5 seconds,the cise of a phone or a pen 10-15cm,1,1,1,2,1,1,,it look coul using an objet as an authentication ,I don't care if it takes a while but not long,it look cool,it can't be too big so in the pocket it would be good,4,in my pocket,5,2,2,2,2,2,1,5,2,2,2,2,2,1,4,-9,cube,black,4,touch attangement assembly configuration ,touch attangement assembly configuration ,touch attangement assembly configuration ,touch attangement assembly configuration ,no i dont,5,2,72,236,38,145,55,3,556,,06/09/2021 16:59,1,0,8,8,2,2,2,133
138,,,base,interview,06/09/2021 16:50,,,1,1,1,1,1,5,5,4,5,4,3,6,5,5,2,,40,United state of America,6131d497ed2a18bbf08da874,61361b3f24903104f34b1853,61362a952482c56c326115b0,4,4,i would use it in order to be a able to have personal access,30sec,5cm,1,2,1,1,1,1,,because it will fast ,in order to gain quick access,because thats what i believe it will be,because there are confidential ,5,office ,1,1,1,1,2,1,1,1,2,1,1,1,1,1,4,3,pyramids,green,3,3,"touch, arrangement and assembly",rotate,"touch,arrangment,assembly,configuration,augumentation",very okey,102,18,63,477,98,808,181,19,1639,,06/09/2021 17:19,1,0,8,8,0,0,0.8,9
139,,,base,interview,06/09/2021 16:50,,,1,1,1,1,1,3,5,2,2,2,3,3,5,4,1,,18,slovenia,612cb43356c102f2c59f4f40,61361b3f24903104f34b1853,61362aa134931d7c0c25e10e,4,3,i would use it,120 seconds,max 10cm,1,1,1,2,1,1,,you should be able to use it everywhere,the faster the better,it it is smaller you can carry it with you ,we allways carry purses and phones with ourselfs,4,in my purse or phone,5,2,2,2,2,2,1,2,2,2,1,1,1,1,4,1,a small thin square or circle,red,as less as posible,max 5,configuration,thin card whee you move numbers to get the right code,"fast
safe
easy
quality
fun
",no,84,40,46,380,149,540,86,3,1328,,06/09/2021 17:12,1,0,8,8,0,0,0.93,6
